Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate,Avg. CPM
bed beds,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
bed bug,Removed,campaign paused; removed,Broad match,BedBug_Leads_New,BB_New,USD,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug 911,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug 911,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,1,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
bed bug bed,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,8,0.00%,0,0.00,33.33%,50.00%,0.00,0,0,0,0.00
bed bug bites extermination,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug bites extermination,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,2,0.00%,0,0.00,50.00%,50.00%,0.00,0,0,0,0.00
bed bug bites pictures,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,2,36,5.56%,1.03,2.06,26.47%,79.41%,0.00,0,0,0.00%,57.22
bed bug bites removal,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug bites removal,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug brigade,Paused,paused; rarely served,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug brigade,Paused,campaign paused; ad group paused; paused; rarely served; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,1,6,16.67%,3.91,3.91,33.33%,83.33%,0.00,0,0,0.00%,651.67
bed bug chemical treatment,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug cleaning,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,2,60,3.33%,6.41,12.82,52.17%,71.74%,0.00,0,0,0.00%,213.67
bed bug cleaning,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,39,"1,068",3.65%,2.63,102.57,25.18%,92.88%,0.00,0,0,0.00%,96.04
bed bug cleaning service,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug companies,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug companies,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,1,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
bed bug companies near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,5,0.00%,0,0.00,40.00%,80.00%,0.00,0,0,0,0.00
bed bug company,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug company near me,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug control,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug control near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,1,3,33.33%,22.84,22.84,66.67%,100.00%,1.00,0,22.84,100.00%,7613.33
bed bug control near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,3,60,5.00%,2.80,8.40,29.17%,75.00%,0.00,0,0,0.00%,140.00
bed bug control services,Not eligible,campaign paused,Phrase match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug control services,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug cost,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,4,0.00%,0,0.00,50.00%,100.00%,0.00,0,0,0,0.00
bed bug cost,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,1,3,33.33%,4.16,4.16,0.00%,100.00%,0.00,0,0,0.00%,1386.67
bed bug cost,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,2,22,9.09%,4.52,9.03,36.84%,68.42%,1.00,0,9.03,50.00%,410.45
bed bug detection,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,12,0.00%,0,0.00,36.36%,54.55%,0.00,0,0,0,0.00
bed bug detection,Not eligible,campaign paused,Phrase match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug detection,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug detection,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,4,198,2.02%,1.89,7.56,25.95%,83.54%,0.00,0,0,0.00%,38.18
bed bug elimination,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,3,75,4.00%,2.41,7.24,48.21%,80.36%,0.00,0,0,0.00%,96.53
bed bug elimination,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,22,458,4.80%,2.73,60.04,38.96%,89.88%,0.00,0,0,0.00%,131.09
bed bug eliminator,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug eliminator,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,7,0.00%,0,0.00,0.00%,83.33%,0.00,0,0,0,0.00
bed bug eradication,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,33,0.00%,0,0.00,18.75%,62.50%,0.00,0,0,0,0.00
bed bug eradication,Not eligible,campaign paused,Phrase match,BedBug_Leads_New,BB_New,USD,0.01,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
bed bug eradication,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug eradication,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,14,309,4.53%,4.92,68.84,33.46%,88.10%,0.00,0,0,0.00%,222.78
bed bug exterminating,Removed,removed,Broad match,BPM - Bedbugs,Bed Bugs,USD,0,7,57,12.28%,11.25,78.74,55.10%,89.80%,2.00,0,39.37,28.57%,1381.40
bed bug extermination,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,19,391,4.86%,5.98,113.65,25.48%,72.61%,1.00,0,113.65,5.26%,290.66
bed bug extermination,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,0,27,0.00%,0,0.00,23.81%,76.19%,0.00,0,0,0,0.00
bed bug extermination cost,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug extermination near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,1,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
bed bug extermination near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,2,0.00%,0,0.00,50.00%,50.00%,0.00,0,0,0,0.00
bed bug extermination services,Not eligible,campaign paused,Phrase match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug extermination services,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug exterminator,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,203,"2,798",7.26%,8.12,1648.31,41.13%,80.90%,16.00,0,103.02,7.88%,589.10
bed bug exterminator,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,27,0.00%,0,0.00,7.69%,73.08%,0.00,0,0,0,0.00
bed bug exterminator,Not eligible,campaign paused,Phrase match,BedBug_Leads_New,BB_New,USD,0.01,0,2,0.00%,0,0.00,0.00%,50.00%,0.00,0,0,0,0.00
bed bug exterminator,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,230,"3,213",7.16%,9.04,2079.04,29.06%,77.73%,21.00,0,99.00,9.13%,647.07
bed bug exterminator near me,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug exterminator near me,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,62,0.00%,0,0.00,1.82%,30.91%,0.00,0,0,0,0.00
bed bug exterminator near me,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,2,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
bed bug exterminator norman ok,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,8,0.00%,0,0.00,37.50%,75.00%,0.00,0,0,0,0.00
bed bug exterminator norman ok,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,2,17,11.76%,13.73,27.46,26.67%,60.00%,0.00,0,0,0.00%,1615.29
bed bug exterminator okc,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,16,125,12.80%,20.06,320.98,42.40%,75.20%,5.33,0,60.18,33.33%,2567.84
bed bug exterminator okc,Removed,campaign paused; removed,Exact match,BedBug_Leads_New,BB_New,USD,0,0,1,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
bed bug exterminator okc,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug exterminator okc,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,81,996,8.13%,12.05,975.79,33.26%,75.87%,11.67,0,83.64,14.40%,979.71
bed bug exterminator oklahoma city,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,1,4,25.00%,1.00,1.00,0.00%,33.33%,0.00,0,0,0.00%,250.00
bed bug exterminator oklahoma city,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,15,161,9.32%,9.58,143.69,37.42%,78.06%,0.00,0,0,0.00%,892.48
bed bug exterminators,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,0,7,0.00%,0,0.00,28.57%,71.43%,0.00,0,0,0,0.00
bed bug exterminators,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,0,5,0.00%,0,0.00,40.00%,80.00%,0.00,0,0,0,0.00
bed bug fumigation,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,1,27,3.70%,0.68,0.68,50.00%,71.43%,0.00,0,0,0.00%,25.19
bed bug fumigation,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,0,4,0.00%,0,0.00,50.00%,75.00%,0.00,0,0,0,0.00
bed bug fumigation,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug fumigation,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,9,216,4.17%,7.24,65.14,35.76%,78.18%,2.00,0,32.57,22.22%,301.57
bed bug fumigation cost,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,3,62,4.84%,5.73,17.20,33.33%,81.82%,0.00,0,0,0.00%,277.42
bed bug fumigation cost,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,0,1,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
bed bug fumigation cost,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,11,105,10.48%,8.20,90.22,25.77%,77.32%,1.00,0,90.22,9.09%,859.25
bed bug heat treatment,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,4,79,5.06%,1.71,6.82,7.69%,55.13%,0.00,0,0,0.00%,86.33
bed bug heat treatment,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,2,0.00%,0,0.00,0.00%,50.00%,0.00,0,0,0,0.00
bed bug help for low income,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,3,0.00%,0,0.00,33.33%,66.67%,0.00,0,0,0,0.00
bed bug help for low income,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,8,0.00%,0,0.00,50.00%,100.00%,0.00,0,0,0,0.00
bed bug home treatments,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,3,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
bed bug home treatments,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,2,99,2.02%,1.78,3.56,40.26%,85.71%,0.00,0,0,0.00%,35.96
bed bug infestation,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug infestation,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,9,292,3.08%,1.51,13.55,16.72%,91.64%,0.00,0,0,0.00%,46.40
bed bug infestation treatment,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
bed bug insecticide,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug insecticide,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,10,244,4.10%,1.86,18.59,10.97%,74.26%,0.00,0,0,0.00%,76.19
bed bug inspection,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug inspection,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,24,0.00%,0,0.00,23.81%,100.00%,0.00,0,0,0,0.00
bed bug inspection,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug killer,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug killer,Paused,campaign paused; ad group paused; paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,23,746,3.08%,2.63,60.56,22.83%,79.41%,0.00,0,0,0.00%,81.18
bed bug killer okc,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,18,0.00%,0,0.00,55.56%,83.33%,0.00,0,0,0,0.00
bed bug killer okc,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,7,65,10.77%,18.05,126.34,26.56%,76.56%,0.00,0,0,0.00%,1943.69
bed bug killer okc,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,8,0.00%,0,0.00,62.50%,75.00%,0.00,0,0,0,0.00
bed bug management,Not eligible,campaign paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug mattress treatment,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug mattress treatment,Paused,campaign paused; ad group paused; paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,5,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
bed bug medic,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,2,24,8.33%,8.03,16.05,36.84%,63.16%,0.00,0,0,0.00%,668.75
bed bug medic,Limited,low quality,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,1,17,5.88%,5.43,5.43,76.47%,94.12%,0.00,0,0,0.00%,319.41
bed bug medic,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,17,0.00%,0,0.00,50.00%,87.50%,0.00,0,0,0,0.00
bed bug medicine,Limited,low quality,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,1,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
bed bug nest,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,15,195,7.69%,1.57,23.54,17.10%,91.71%,0.00,0,0,0.00%,120.72
bed bug patrol,Removed,removed,Broad match,BPM - Bedbugs,Bed Bugs,USD,0,0,3,0.00%,0,0.00,33.33%,100.00%,0.00,0,0,0,0.00
bed bug patrol,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,5,0.00%,0,0.00,60.00%,100.00%,0.00,0,0,0,0.00
bed bug pest,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,15,0.00%,0,0.00,14.29%,28.57%,0.00,0,0,0,0.00
bed bug pest,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,9,403,2.23%,3.16,28.46,26.46%,90.25%,0.00,0,0,0.00%,70.62
bed bug pest control,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,14,309,4.53%,11.86,166.04,44.62%,76.92%,1.00,0,166.04,7.14%,537.35
bed bug pest control,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,4,57,7.02%,2.75,10.98,23.64%,76.36%,0.00,0,0,0.00%,192.63
bed bug pest control,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug pest control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,115,"2,265",5.08%,3.36,386.04,22.09%,88.26%,2.00,0,193.02,1.74%,170.44
bed bug pest control near me,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug pest control near me,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,5,0.00%,0,0.00,0.00%,40.00%,0.00,0,0,0,0.00
bed bug prevention,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,0,9,0.00%,0,0.00,12.50%,62.50%,0.00,0,0,0,0.00
bed bug prevention,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug problem,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,3,65,4.62%,1.59,4.76,45.45%,66.67%,1.00,0,4.76,33.33%,73.23
bed bug problem,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,23,565,4.07%,3.81,87.69,29.14%,95.68%,0.00,0,0,0.00%,155.20
bed bug professional treatment,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,4,24,16.67%,3.12,12.48,35.71%,85.71%,0.00,0,0,0.00%,520.00
bed bug professional treatment,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug professional treatment,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,9,227,3.96%,5.57,50.12,33.33%,75.49%,0.00,0,0,0.00%,220.79
bed bug relief,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug relief,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,1,12,8.33%,12.01,12.01,10.00%,100.00%,0.00,0,0,0.00%,1000.83
bed bug remedies,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug removal,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,26,283,9.19%,4.83,125.65,43.16%,86.32%,2.00,0,62.83,7.69%,443.99
bed bug removal,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,1,6,16.67%,0.29,0.29,0.00%,0.00%,0.00,0,0,0.00%,48.33
bed bug removal,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,39,667,5.85%,9.28,362.01,36.84%,80.98%,3.00,0,120.67,7.69%,542.74
bed bug removal cost,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,27,215,12.56%,8.34,225.12,39.72%,86.92%,1.00,0,225.12,3.70%,1047.06
bed bug removal cost,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,1,8,12.50%,5.33,5.33,60.00%,100.00%,0.00,0,0,0.00%,666.25
bed bug removal near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,2,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
bed bug removal service,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug remover,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,21,217,9.68%,4.35,91.26,46.96%,82.32%,0.00,0,0,0.00%,420.55
bed bug remover,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,16,280,5.71%,4.00,63.98,37.32%,89.95%,0.00,0,0,0.00%,228.50
bed bug service near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,1,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
bed bug service near me,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
bed bug service near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,2,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
bed bug services,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug services,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,12,0.00%,0,0.00,16.67%,75.00%,0.00,0,0,0,0.00
bed bug services near me,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug solutions,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug solutions,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,23,0.00%,0,0.00,35.29%,88.24%,0.00,0,0,0,0.00
bed bug solutions,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug specialist,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug specialist near me,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug sprayers,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,1,2,50.00%,13.21,13.21,100.00%,100.00%,0.00,0,0,0.00%,6605.00
bed bug sprayers,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,9,184,4.89%,3.41,30.70,32.39%,93.75%,0.00,0,0,0.00%,166.85
bed bug treatment,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,703,"8,991",7.82%,2.29,1609.35,26.87%,86.72%,11.33,0,142.01,1.61%,179.00
bed bug treatment,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,1,44,2.27%,1.50,1.50,5.56%,77.78%,0.00,0,0,0.00%,34.09
bed bug treatment cost,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,29,563,5.15%,4.43,128.37,21.76%,78.42%,2.00,0,64.19,6.90%,228.01
bed bug treatment cost near me,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug treatment cost near me,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,4,0.00%,0,0.00,50.00%,75.00%,0.00,0,0,0,0.00
bed bug treatment costs,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,10,36,27.78%,2.11,21.13,0.00%,100.00%,0.00,0,0,0.00%,586.94
bed bug treatment costs,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,3,68,4.41%,7.90,23.69,36.84%,82.46%,0.00,0,0,0.00%,348.38
bed bug treatment near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,3,32,9.38%,36.94,110.83,38.71%,80.65%,0.00,0,0,0.00%,3463.44
bed bug treatment near me,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bed bug treatment near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,8,252,3.17%,7.10,56.83,27.80%,70.40%,0.00,0,0,0.00%,225.52
