Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate,Avg. CPM
professional wasp nest removal,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Wasp & Hornet,USD,0.01,0,5,0.00%,0,0.00,20.00%,60.00%,0.00,0,0,0,0.00
protection against bed bugs,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat and roach exterminator,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,62,782,7.93%,2.62,162.54,50.91%,86.55%,1.00,0,162.54,1.61%,207.85
rat and roach exterminator,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,0,1,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
rat control,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,60,"1,441",4.16%,4.01,240.46,43.41%,72.07%,5.00,0,48.09,8.33%,166.87
rat control,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,4,0.00%,0,0.00,0.00%,66.67%,0.00,0,0,0,0.00
rat control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,71,"2,030",3.50%,3.20,227.27,31.52%,75.38%,4.00,0,56.82,5.63%,111.96
rat control service,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat detection,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat detection,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat droppings,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat elimination,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,1,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
rat elimination,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat elimination,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,40,642,6.23%,1.91,76.52,28.50%,80.59%,1.00,0,76.52,2.50%,119.19
rat eradication,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat eradication,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,5,168,2.98%,2.20,11.01,51.00%,90.00%,2.50,0,4.40,50.00%,65.54
rat extermination OKC,Not eligible,ad group removed; rarely served,Broad match,Warm_Weather_03-10,Rodent,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat extermination services,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat exterminator,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Rats & Mice,USD,0,1,15,6.67%,8.14,8.14,57.14%,85.71%,0.00,0,0,0.00%,542.67
rat exterminator,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,8,0.00%,0,0.00,0.00%,57.14%,0.00,0,0,0,0.00
rat exterminator,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,54,960,5.63%,6.97,376.20,47.72%,78.36%,6.00,0,62.70,11.11%,391.88
rat exterminator,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat exterminator,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,14,195,7.18%,7.47,104.52,40.34%,82.35%,0.00,0,0,0.00%,536.00
rat exterminator near me,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,565,"5,525",10.23%,6.02,3398.84,46.86%,80.07%,42.00,0,80.92,7.43%,615.17
rat exterminator near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,47,589,7.98%,7.91,371.66,26.69%,75.32%,4.00,0,92.92,8.51%,631.00
rat exterminator okc,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Rats & Mice,USD,0,2,8,25.00%,8.31,16.61,25.00%,75.00%,1.00,0,16.61,50.00%,2076.25
rat exterminator okc,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,7,38,18.42%,12.60,88.22,63.16%,84.21%,1.00,0,88.22,14.29%,2321.58
rat exterminator okc,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat exterminator okc,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,35,273,12.82%,9.43,330.03,37.45%,75.31%,4.00,0,82.51,11.43%,1208.90
rat exterminators,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,1,8,12.50%,21.20,21.20,57.14%,85.71%,0.00,0,0,0.00%,2650.00
rat infestation control,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,1,25,4.00%,21.49,21.49,77.78%,100.00%,0.00,0,0,0.00%,859.60
rat killers,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat pest,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
rat pest control,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,2,1,200.00%,1.13,2.26,0,0,0.00,0,0,0.00%,2260.00
rat prevention,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat prevention,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,4,170,2.35%,1.34,5.36,24.52%,52.26%,0.00,0,0,0.00%,31.53
rat problem,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,115,0.00%,0,0.00,30.30%,48.48%,0.00,0,0,0,0.00
rat problem,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,14,749,1.87%,3.01,42.10,27.46%,64.74%,0.00,0,0,0.00%,56.21
rat protection,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
rat rats,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat removal,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,1,7,14.29%,4.53,4.53,50.00%,100.00%,0.00,0,0,0.00%,647.14
rat removal,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat removal,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,72,"1,248",5.77%,4.65,334.72,36.07%,84.49%,3.00,0,111.57,4.17%,268.21
rat removal service near me,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,1,6,16.67%,6.97,6.97,66.67%,100.00%,0.00,0,0,0.00%,1161.67
rat removal service near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,0,2,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
rat rodent,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,1,62,1.61%,0.15,0.15,0,0,0.00,0,0,0.00%,2.42
rat rodent professional rat exterminator,Not eligible,campaign paused; rarely served,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat solution,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rat traps,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Rats & Mice,USD,0.01,11,504,2.18%,1.20,13.20,39.74%,81.04%,0.00,0,0,0.00%,26.19
rats service,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,1,34,2.94%,0.62,0.62,75.00%,100.00%,0.00,0,0,0.00%,18.24
red wasp removal,Not eligible,campaign paused; ad group paused,Broad match,BPM - Wasp & Hornet,Wasp & Hornet,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
red wasp removal,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Wasp & Hornet,USD,0.01,0,5,0.00%,0,0.00,25.00%,75.00%,0.00,0,0,0,0.00
reliable termite,Paused,campaign paused; paused,Broad match,BPM - Termites,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
reliable termite,Paused,campaign paused; ad group paused; paused; low quality,Broad match,Priority Pest,Termites,USD,0.01,0,1,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
remove bedbugs,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,5,58,8.62%,6.65,33.23,40.00%,87.50%,0.00,0,0,0.00%,572.93
remove bedbugs,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,30,432,6.94%,4.28,128.41,41.39%,89.17%,3.00,0,42.80,10.00%,297.24
remove bugs,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
remove wasp nest with hose,Not eligible,campaign paused; ad group paused,Broad match,BPM - Wasp & Hornet,Wasp & Hornet,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
remove wasp nest with hose,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Wasp & Hornet,USD,0.01,1,10,10.00%,1.20,1.20,70.00%,80.00%,0.00,0,0,0.00%,120.00
remove wasps from house,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Wasp & Hornet,USD,0,1,17,5.88%,1.13,1.13,64.71%,94.12%,0.00,0,0,0.00%,66.47
remove wasps from house,Not eligible,campaign paused; ad group paused,Broad match,BPM - Wasp & Hornet,Wasp & Hornet,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
remove wasps from house,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Wasp & Hornet,USD,0.01,7,99,7.07%,1.45,10.14,55.67%,86.60%,1.00,0,10.14,14.29%,102.42
remove wildlife,Not eligible,campaign paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
removing wasp nest in winter,Not eligible,campaign paused; ad group paused,Broad match,BPM - Wasp & Hornet,Wasp & Hornet,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
removing wasp nest in winter,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Wasp & Hornet,USD,0.01,0,13,0.00%,0,0.00,16.67%,66.67%,0.00,0,0,0,0.00
rentokil pest control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Termites,USD,0.01,0,4,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
residential ant control,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
residential ant control,Not eligible,ad group removed,Broad match,Warm_Weather_03-10,Ant,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential bed bug treatment,Not eligible,campaign paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential pest,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential pest control near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,1,5,20.00%,0.51,0.51,0,0,0.00,0,0,0.00%,102.00
Residential pest control Norman OK,Paused,campaign paused; paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
Residential pest control Norman OK,Paused,campaign paused; paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential pest control services,Paused,campaign paused; paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential pest control services,Paused,campaign paused; paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential pest management,Eligible,,Broad match,Warm_Weather_03-10,General Pest,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential pest service,Eligible,,Broad match,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential rat control,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,1,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
residential rodent management,Not eligible,ad group removed; rarely served,Broad match,Warm_Weather_03-10,Rodent,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential spider control,Not eligible,campaign paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential termite control,Eligible,,Broad match,Warm_Weather_03-10,Termite,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
residential tick control,Eligible,,Broad match,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
restaurant pest control,Not eligible,campaign paused,Broad match,BPM - Commercial,Comm Pest Control,USD,0.01,0,2,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
restaurant pest control,Not eligible,campaign paused,Broad match,Priority Pest,Comm Pest Control,USD,0.01,0,14,0.00%,0,0.00,16.67%,66.67%,0.00,0,0,0,0.00
retail pest control,Not eligible,campaign paused,Broad match,BPM - Commercial,Comm Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
retail pest control,Not eligible,campaign paused,Broad match,Priority Pest,Comm Pest Control,USD,0.01,4,164,2.44%,1.96,7.84,17.24%,60.00%,0.00,0,0,0.00%,47.80
rid of bugs,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rid of mice and rats,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rid of rodents,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,23,0.00%,0,0.00,40.91%,81.82%,0.00,0,0,0,0.00
rid pest control,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,8,175,4.57%,1.83,14.65,54.69%,75.00%,0.00,0,0,0.00%,83.71
roach,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Cockroaches,USD,0,0,1,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
roach control,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,1,12,8.33%,1.53,1.53,41.67%,83.33%,0.00,0,0,0.00%,127.50
roach control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,31,800,3.88%,2.22,68.91,37.31%,78.12%,0.00,0,0,0.00%,86.14
roach doctor,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
roach exterminator,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Cockroaches,USD,0,55,744,7.39%,6.64,365.18,37.52%,84.05%,4.00,0,91.30,7.27%,490.83
roach exterminator,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,1,35,2.86%,2.02,2.02,45.45%,90.91%,0.00,0,0,0.00%,57.71
roach exterminator,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
roach exterminator near me,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,0,2,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
roach exterminator near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,39,423,9.22%,8.94,348.63,35.37%,78.19%,9.00,0,38.74,23.08%,824.18
roach exterminator okc,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,1,25,4.00%,5.66,5.66,42.11%,89.47%,0.00,0,0,0.00%,226.40
roach exterminator okc,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,31,339,9.14%,7.24,224.29,36.82%,73.65%,3.00,0,74.76,9.68%,661.62
roach infestation,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,1,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
roach infestation,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
roach infestation in house,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Cockroaches,USD,0,0,2,0.00%,0,0.00,50.00%,100.00%,0.00,0,0,0,0.00
roach infestation in house,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,0,21,0.00%,0,0.00,83.33%,100.00%,0.00,0,0,0,0.00
roach infestation in house,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,1,72,1.39%,1.33,1.33,40.00%,80.00%,0.00,0,0,0.00%,18.47
roach killer,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Cockroaches,USD,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0
roach pest control,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Cockroaches,USD,0,2,55,3.64%,7.21,14.41,41.86%,97.67%,0.00,0,0,0.00%,262.00
roach pest control,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Cockroaches,USD,0,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
roach treatment,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Cockroaches,USD,0,13,240,5.42%,4.22,54.89,37.66%,88.70%,0.00,0,0,0.00%,228.71
roach treatment,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Cockroaches,USD,0,1,3,33.33%,5.87,5.87,66.67%,66.67%,0.00,0,0,0.00%,1956.67
roaches,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,2,229,0.87%,3.88,7.75,54.46%,84.82%,0.00,0,0,0.00%,33.84
roaches,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,78,"3,497",2.23%,2.64,206.09,38.34%,77.55%,5.00,0,41.22,6.41%,58.93
roaches in apartments,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
roaches in apartments,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,4,57,7.02%,1.21,4.82,47.62%,83.33%,0.00,0,0,0.00%,84.56
roaches pest control,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Cockroaches,USD,0,1,21,4.76%,7.13,7.13,46.67%,93.33%,0.00,0,0,0.00%,339.52
roaches pest control,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,0,1,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
roaches pest control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,7,146,4.79%,4.85,33.92,46.22%,79.83%,1.00,0,33.92,14.29%,232.33
rodent abatement,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,2,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
rodent company,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent control,Paused,campaign paused; paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,92,0.00%,0,0.00,18.42%,60.53%,0.00,0,0,0,0.00
rodent control,Removed,campaign paused; removed,Broad match,Priority Pest,Comm Pest Control,USD,0,2,116,1.72%,3.95,7.89,33.93%,87.50%,0.00,0,0,0.00%,68.02
rodent control,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,1,240,0.42%,4.02,4.02,33.92%,79.30%,0.00,0,0,0.00%,16.75
rodent control companies,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,10,127,7.87%,8.74,87.41,33.33%,72.22%,0.00,0,0,0.00%,688.27
rodent control for businesses,Not eligible,ad group removed; rarely served,Broad match,Warm_Weather_03-10,Rodent,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent control near me,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,45,506,8.89%,6.28,282.45,43.22%,80.31%,2.67,0,105.92,5.93%,558.20
rodent control near me,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent control near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,27,447,6.04%,5.66,152.87,18.94%,64.60%,2.00,0,76.44,7.41%,342.00
rodent control near me,Not eligible,ad group removed,Broad match,Warm_Weather_03-10,Rodent,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent control okc,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Rats & Mice,USD,0,6,56,10.71%,8.32,49.91,20.00%,61.82%,0.00,0,0,0.00%,891.25
rodent control okc,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,9,53,16.98%,8.07,72.65,46.00%,68.00%,1.00,0,72.65,11.11%,1370.75
rodent control okc,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,45,519,8.67%,7.13,321.03,29.06%,70.46%,5.00,0,64.21,11.11%,618.55
rodent control OKC,Not eligible,ad group removed,Broad match,Warm_Weather_03-10,Rodent,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent control services,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent damage repair,Not eligible,ad group removed,Broad match,Warm_Weather_03-10,Rodent,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent eliminator,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent exclusion services cost,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent exclusion services cost,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent exclusion services cost,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
rodent exterminator,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,3,85,3.53%,16.34,49.02,38.96%,77.92%,0.00,0,0,0.00%,576.71
rodent exterminator,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,0,32,0.00%,0,0.00,54.55%,90.91%,0.00,0,0,0,0.00
rodent exterminator near me,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,4,18,22.22%,6.27,25.07,50.00%,78.57%,0.00,0,0,0.00%,1392.78
